Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-01-16 15:17:55,"Afternoon Workout",53m,"Walking",1,0,0,0,300,"","",
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pull Up",1,0,5,0,0,"",,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pull Up",2,0,5,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pull Up",3,0,5,0,0,,,10
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pull Up (Assisted)",1,30.0,8,0,0,"",,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pull Up (Assisted)",2,30.0,5,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pendlay Row (Barbell)",1,45.0,8,0,0,"",,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pendlay Row (Barbell)",2,65.0,12,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pendlay Row (Barbell)",3,70.0,10,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pendlay Row (Barbell)",4,74.99999999999999,8,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pendlay Row (Barbell)",5,80.0,6,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Pendlay Row (Barbell)",6,85.0,8,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Seated Row (Cable)",1,60.0,12,0,0,"",,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Seated Row (Cable)",2,70.0,10,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Seated Row (Cable)",3,80.0,8,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Seated Row (Cable)",4,90.0,6,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Seated Row (Cable)",5,100.0,8,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Calf Press on Seated Leg Press",1,160.0,15,0,0,"",,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Calf Press on Seated Leg Press",2,160.0,15,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Calf Press on Seated Leg Press",3,160.0,15,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",1,20.0,8,0,0,"",,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",2,20.0,8,0,0,,,
2023-01-16 15:17:55,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",3,20.0,8,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Biking",1,0,0,0,300,"","",
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Stretching",1,0,0,0,300,"",,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Deadlift (Barbell)",1,65.0,10,0,0,"Switched to switch grip after 1st 185 set",,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Deadlift (Barbell)",2,135.0,6,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Deadlift (Barbell)",3,185.00000000000003,3,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Deadlift (Barbell)",4,185.00000000000003,3,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Deadlift (Barbell)",5,185.00000000000003,3,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Deadlift (Barbell)",6,185.00000000000003,3,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Goblet Squat (Kettlebell)",1,44.0,12,0,0,"",,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Goblet Squat (Kettlebell)",2,44.0,12,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Goblet Squat (Kettlebell)",3,44.0,12,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Hip Thrust (Bodyweight)",1,0,10,0,0,"Single leg on a bench",,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Hip Thrust (Bodyweight)",2,0,12,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Back Extension",1,0,8,0,0,"",,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Back Extension",2,0,8,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Back Extension",3,0,8,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Single Calf Press On Leg Press",1,85.0,10,0,0,"",,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Single Calf Press On Leg Press",2,85.0,10,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"Single Calf Press On Leg Press",3,85.0,12,0,0,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"L-Sit Hold",1,0,0,0,12,"",,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"L-Sit Hold",2,0,0,0,10,,,
2023-01-17 15:14:12,"Afternoon Workout",1h 31m,"L-Sit Hold",3,0,0,0,12,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Walking",1,0,0,0,300,"","",
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",1,45.0,6,0,0,"",,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",2,65.0,5,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",3,95.0,3,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",4,115.0,5,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",5,115.0,5,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",6,135.0,3,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",7,135.0,2,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Bench Press (Barbell)",8,145.0,1,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Incline Chest Press (Machine)",1,25.0,12,0,0,"",,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Incline Chest Press (Machine)",2,25.0,12,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Incline Chest Press (Machine)",3,25.0,12,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Chest Dip",1,0,12,0,0,"",,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Chest Dip",2,0,10,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Chest Dip",3,0,6,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Triceps Extension (Barbell)",1,30.0,8,0,0,"",,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Triceps Extension (Barbell)",2,40.0,8,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Triceps Extension (Barbell)",3,40.0,8,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Lateral Raise (Cable)",1,10.0,8,0,0,"Egyptian (cable thru legs)",,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Lateral Raise (Cable)",2,10.0,8,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Lateral Raise (Cable)",3,10.0,8,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Cable Kickback",1,10.0,20,0,0,"",,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Cable Kickback",2,10.0,15,0,0,,,
2023-01-19 16:04:17,"Afternoon Workout",47m,"Cable Kickback",3,10.0,10,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Walking",1,0,0,0,300,"","",
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Lat Pulldown (Cable)",1,80.0,12,0,0,"",,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Lat Pulldown (Cable)",2,80.0,12,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Lat Pulldown (Cable)",3,80.0,12,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Seated Row (Machine)",1,70.0,12,0,0,"",,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Seated Row (Machine)",2,70.0,12,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Face Pull (Cable)",1,30.0,20,0,0,"Slightly pulling upward",,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Face Pull (Cable)",2,30.0,20,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Face Pull (Cable)",3,30.0,20,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Shrug (Smith Machine)",1,135.0,20,0,0,"",,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Shrug (Smith Machine)",2,135.0,20,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Shrug (Smith Machine)",3,135.0,20,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Reverse Fly (Machine)",1,40.0,15,0,0,"First two sets contracted fully, last set cheat",,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Reverse Fly (Machine)",2,50.0,15,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Reverse Fly (Machine)",3,50.0,15,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Reverse Curl (Barbell)",1,40.0,10,0,0,"",,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Reverse Curl (Barbell)",2,40.0,10,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Reverse Curl (Barbell)",3,30.0,10,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Bicep Curl (Barbell)",1,40.0,10,0,0,"",,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Bicep Curl (Barbell)",2,30.0,10,0,0,,,
2023-01-20 06:41:08,"Early Morning Workout",32h 5m,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Biking",1,0,0,0,300,"","",
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Stretching",1,0,0,0,300,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Squat (Barbell)",1,45.0,8,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Squat (Barbell)",2,95.0,5,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Squat (Barbell)",3,135.0,2,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Squat (Barbell)",4,155.0,4,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Squat (Barbell)",5,155.0,4,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Squat (Barbell)",6,155.0,4,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Squat (Barbell)",7,155.0,4,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Romanian Deadlift (Barbell)",1,80.0,10,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Romanian Deadlift (Barbell)",2,80.0,10,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Romanian Deadlift (Barbell)",3,80.0,10,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Single Leg Press",1,30.0,15,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Single Leg Press",2,20.0,15,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Single Leg Press",3,20.0,15,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Hip Adductor (Machine)",1,50.0,10,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Hip Adductor (Machine)",2,50.0,8,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Hip Adductor (Machine)",3,50.0,6,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Hip Abductor (Machine)",1,50.0,10,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Hip Abductor (Machine)",2,40.0,10,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Hip Abductor (Machine)",3,40.0,10,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Leg Extension (Machine)",1,40.0,15,0,0,"Slow eccentric",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Leg Extension (Machine)",2,40.0,12,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Leg Extension (Machine)",3,30.0,15,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Seated Leg Curl (Machine)",1,50.0,12,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Seated Leg Curl (Machine)",2,70.0,12,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Seated Leg Curl (Machine)",3,80.0,10,0,0,,,10
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Seated Leg Curl (Machine)",4,40.0,10,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Seated Calf Raise (Plate Loaded)",1,45.0,15,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Seated Calf Raise (Plate Loaded)",2,55.0,15,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Seated Calf Raise (Plate Loaded)",3,55.0,15,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Decline Crunch",1,45.0,10,0,0,"",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Decline Crunch",2,45.0,12,0,0,,,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Plank",1,0,0,0,30,"Elbows out front (long lever)",,
2023-01-21 14:46:17,"Afternoon Workout",1h 20m,"Plank",2,0,0,0,30,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Biking",1,0,0,0,300,"","",
2023-01-22 10:19:59,"Morning Workout",55m,"Strict Military Press (Barbell)",1,20.0,10,0,0,"",,
2023-01-22 10:19:59,"Morning Workout",55m,"Strict Military Press (Barbell)",2,45.0,6,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Strict Military Press (Barbell)",3,65.0,4,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Strict Military Press (Barbell)",4,65.0,4,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Strict Military Press (Barbell)",5,65.0,4,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Strict Military Press (Barbell)",6,65.0,4,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Bench Press - Close Grip (Barbell)",1,65.0,10,0,0,"",,
2023-01-22 10:19:59,"Morning Workout",55m,"Bench Press - Close Grip (Barbell)",2,65.0,12,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Bench Press - Close Grip (Barbell)",3,65.0,12,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Cable Crossover",1,30.0,10,0,0,"Down to up",,
2023-01-22 10:19:59,"Morning Workout",55m,"Cable Crossover",2,30.0,10,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Cable Crossover",3,30.0,12,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Cable Crossover",4,20.0,15,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,12,0,0,"Double cable",,
2023-01-22 10:19:59,"Morning Workout",55m,"Triceps Pushdown (Cable - Straight Bar)",2,50.0,12,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Triceps Pushdown (Cable - Straight Bar)",3,50.0,12,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Lateral Raise (Dumbbell)",1,8.0,21,0,0,"21’s (full ROM, upper, lower 7 reps each)",,
2023-01-22 10:19:59,"Morning Workout",55m,"Lateral Raise (Dumbbell)",2,10.0,21,0,0,,,
2023-01-22 10:19:59,"Morning Workout",55m,"Lateral Raise (Dumbbell)",3,10.0,21,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Biking",1,0,0,0,300,"","",
2023-01-23 05:57:19,"Pull 2",43m,"Lat Pulldown (Cable)",1,90.0,12,0,0,"Omnigrip",,
2023-01-23 05:57:19,"Pull 2",43m,"Lat Pulldown (Cable)",2,90.0,12,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Lat Pulldown (Cable)",3,90.0,12,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Seated Row (Machine)",1,80.0,12,0,0,"",,
2023-01-23 05:57:19,"Pull 2",43m,"Seated Row (Machine)",2,80.0,12,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Seated Row (Machine)",3,80.0,12,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Face Pull (Cable)",1,40.0,20,0,0,"",,
2023-01-23 05:57:19,"Pull 2",43m,"Face Pull (Cable)",2,40.0,20,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Face Pull (Cable)",3,40.0,15,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Reverse Fly (Machine)",1,50.0,15,0,0,"",,
2023-01-23 05:57:19,"Pull 2",43m,"Reverse Fly (Machine)",2,50.0,15,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Reverse Fly (Machine)",3,50.0,15,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Reverse Curl (Barbell)",1,30.0,10,0,0,"",,
2023-01-23 05:57:19,"Pull 2",43m,"Reverse Curl (Barbell)",2,30.0,10,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Reverse Curl (Barbell)",3,30.0,10,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Bicep Curl (Barbell)",1,30.0,10,0,0,"",,
2023-01-23 05:57:19,"Pull 2",43m,"Bicep Curl (Barbell)",2,30.0,10,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Shrug (Smith Machine)",1,155.0,15,0,0,"",,
2023-01-23 05:57:19,"Pull 2",43m,"Shrug (Smith Machine)",2,155.0,20,0,0,,,
2023-01-23 05:57:19,"Pull 2",43m,"Shrug (Smith Machine)",3,135.0,20,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Biking",1,0,0,0,300,"","",
2023-01-25 05:53:33,"Legs 2",12h 2m,"Stretching",1,0,0,0,300,"",,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Deadlift (Barbell)",1,65.0,10,0,0,"",,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Deadlift (Barbell)",2,135.0,6,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Deadlift (Barbell)",3,190.0,3,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Deadlift (Barbell)",4,190.0,3,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Deadlift (Barbell)",5,190.0,3,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Deadlift (Barbell)",6,190.0,3,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Goblet Squat (Kettlebell)",1,52.0,12,0,0,"",,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Goblet Squat (Kettlebell)",2,52.0,12,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Goblet Squat (Kettlebell)",3,52.0,12,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Hip Thrust (Bodyweight)",1,0,12,0,0,"Single leg",,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Hip Thrust (Bodyweight)",2,0,12,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Hip Thrust (Bodyweight)",3,0,12,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Back Extension",1,10.0,8,0,0,"",,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Back Extension",2,10.0,8,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Back Extension",3,10.0,8,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Single Calf Press On Leg Press",1,85.0,12,0,0,"",,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Single Calf Press On Leg Press",2,85.0,12,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"Single Calf Press On Leg Press",3,85.0,12,0,0,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"L-Sit Hold",1,0,0,0,20,"",,
2023-01-25 05:53:33,"Legs 2",12h 2m,"L-Sit Hold",2,0,0,0,15,,,
2023-01-25 05:53:33,"Legs 2",12h 2m,"L-Sit Hold",3,0,0,0,12,,,
2023-01-26 05:47:18,"Push 1",57m,"Bench Press (Barbell)",1,45.0,6,0,0,"","",
2023-01-26 05:47:18,"Push 1",57m,"Bench Press (Barbell)",2,95.0,5,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Bench Press (Barbell)",3,115.0,8,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Bench Press (Barbell)",4,115.0,8,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Bench Press (Barbell)",5,115.0,8,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Arnold Press (Dumbbell)",1,25.0,10,0,0,"",,
2023-01-26 05:47:18,"Push 1",57m,"Arnold Press (Dumbbell)",2,20.0,12,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Chest Dip",1,0,10,0,0,"First set tried on leg raise ",,
2023-01-26 05:47:18,"Push 1",57m,"Chest Dip",2,0,10,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Chest Dip",3,0,8,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Triceps Extension (Cable)",1,40.0,12,0,0,"",,
2023-01-26 05:47:18,"Push 1",57m,"Triceps Extension (Cable)",2,40.0,10,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Triceps Extension (Cable)",3,50.0,8,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Lateral Raise (Cable)",1,10.0,12,0,0,"Egyptian",,
2023-01-26 05:47:18,"Push 1",57m,"Lateral Raise (Cable)",2,15.0,8,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Lateral Raise (Cable)",3,15.0,8,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Cable Kickback",1,10.0,25,0,0,"",,
2023-01-26 05:47:18,"Push 1",57m,"Cable Kickback",2,10.0,12,0,0,,,
2023-01-26 05:47:18,"Push 1",57m,"Cable Kickback",3,10.0,10,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Walking",1,0,0,0,300,"","",
2023-01-27 05:58:58,"Pull 1",42m,"Rowing (Machine)",1,0,0,0,120,"",,
2023-01-27 05:58:58,"Pull 1",42m,"Pull Up",1,0,6,0,0,"",,
2023-01-27 05:58:58,"Pull 1",42m,"Pull Up",2,0,6,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Pull Up",3,0,6,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Seated Row (Cable)",1,100.0,12,0,0,"",,
2023-01-27 05:58:58,"Pull 1",42m,"Seated Row (Cable)",2,100.0,10,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Seated Row (Cable)",3,100.0,8,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Pullover (Cable)",1,50.0,18,0,0,"",,
2023-01-27 05:58:58,"Pull 1",42m,"Pullover (Cable)",2,50.0,18,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Pullover (Cable)",3,60.0,15,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Hammer Curl (Dumbbell)",1,20.0,12,0,0,"Cheat curls",,
2023-01-27 05:58:58,"Pull 1",42m,"Hammer Curl (Dumbbell)",2,20.0,8,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Hammer Curl (Dumbbell)",3,20.0,8,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Incline Curl (Dumbbell)",1,15.0,12,0,0,"",,
2023-01-27 05:58:58,"Pull 1",42m,"Incline Curl (Dumbbell)",2,15.0,15,0,0,,,
2023-01-27 05:58:58,"Pull 1",42m,"Face Pull (Cable)",1,40.0,15,0,0,"",,
2023-01-27 05:58:58,"Pull 1",42m,"Face Pull (Cable)",2,40.0,15,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Biking",1,0,0,0,300,"","",
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Squat (Barbell)",1,45.0,8,0,0,"",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Squat (Barbell)",2,95.0,5,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Squat (Barbell)",3,135.0,2,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Squat (Barbell)",4,160.0,4,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Squat (Barbell)",5,160.0,4,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Squat (Barbell)",6,155.0,4,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Squat (Barbell)",7,155.0,4,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Romanian Deadlift (Barbell)",1,80.0,12,0,0,"",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Romanian Deadlift (Barbell)",2,80.0,12,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Romanian Deadlift (Barbell)",3,80.0,12,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Single Leg Press On Seated Press",1,55.0,15,0,0,"",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Single Leg Press On Seated Press",2,55.0,15,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Single Leg Press On Seated Press",3,55.0,15,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Leg Extension (Machine)",1,40.0,15,0,0,"",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Leg Extension (Machine)",2,40.0,15,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Leg Extension (Machine)",3,40.0,15,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Seated Leg Curl (Machine)",1,70.0,12,0,0,"",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Seated Leg Curl (Machine)",2,70.0,12,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Seated Leg Curl (Machine)",3,80.0,10,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Seated Leg Curl (Machine)",4,80.0,10,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Seated Calf Raise (Plate Loaded)",1,55.0,20,0,0,"",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Seated Calf Raise (Plate Loaded)",2,55.0,20,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Seated Calf Raise (Plate Loaded)",3,55.0,20,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Decline Crunch",1,50.0,12,0,0,"",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Decline Crunch",2,50.0,12,0,0,,,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Plank",1,0,0,0,30,"Long lever",,
2023-01-28 08:13:49,"Morning Workout",3h 24m,"Plank",2,0,0,0,30,,,
